rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1321	1	1	1	0.09921901607589362	-142.30234806391942	0.9999999999999999	53.10538307003683	C28H24O4	[M - H]-	HZJISEAKFQACIJ	InChI=1S/C28H24O4/c29-22-10-12-24-21(17-22)9-6-18-2-1-3-23(14-18)32-28-16-20(8-13-26(28)30)5-4-19-7-11-25(24)27(31)15-19/h1-3,7-8,10-17,29-31H,4-6,9H2	null	C1CC2=CC(=C(C=C2)O)OC3=CC=CC(=C3)CCC4=C(C=CC(=C4)O)C5=C(C=C1C=C5)O	7.0972476	""	COCONUT:(CNP0281010);Natural Products:(UNPD21414);SuperNatural:(SN00305632)	3178496	423.159473157153	689.862307908593	1045_neg_ms2_spectra_FT05552
1322	1	1	1	0.09873641676742098	-365.57763400441524	0.9999999999999999	35.545740306641484	C14H22N4O8	[M - H]-	YOHZQFOTIRQNAY	InChI=1S/C14H22N4O8/c1-6(20)17-10-7(18-14(15)16)3-9(13(22)23)26-12(10)11(24-2)8(21)4-25-5-19/h3,5,7-8,10-12,21H,4H2,1-2H3,(H,17,20)(H,22,23)(H4,15,16,18)	null	CC(=O)NC1C(C=C(OC1C(C(COC=O)O)OC)C(=O)O)N=C(N)N	-2.5999999	53488419	PubChem:(53488419);PubChem class - bio and metabolites	16777218	373.135401776053	390.645352722915	871_neg_ms2_spectra_FT04353
1323	1	1	1	0.09872874132346579	-466.7129402800091	0.9984924623115577	69.01287851816006	C14H22N4O8P2S	[M - H]-	RRUVJGASJONMDY	InChI=1S/C14H22N4O8P2S/c1-8-12(4-5-25-28(23,24)26-27(20,21)22)29-14(9(2)19)18(8)7-11-6-16-10(3)17-13(11)15/h6,9,19H,4-5,7H2,1-3H3,(H4-,15,16,17,20,21,22,23,24)/p+1	2-Hydroxyethyl-ThPP	CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C)O)CCOP(=O)(O)OP(=O)(O)O	-1.60000002	440568;14562227;46878487;102276719	COCONUT:(CNP0157433 CNP0305523);HMDB:(3904);PubChem:(440568 14562227 46878487 102276719);CHEBI:(978 58939);PubChem class - bio and metabolites;KEGG:(C05125);Plantcyc:(2-ALPHA-HYDROXYETHYL-THPP);PubMed;Biocyc:(SMA-0000130 SMA-0000193 CPD-8629 2-ALPHA-HYDROXYETHYL-THPP)	19007850	467.055878438361	412.544090925168	1256_neg_ms2_spectra_FT06909
1324	1	1	1	0.09848496085045216	-607.9757074863726	0.34572864321608043	1.559263306329571	C27H45N3O6	[M - H]-	DMNAPEOZULMGEQ	InChI=1S/C27H45N3O6/c1-17(2)12-21(24(32)15-31)28-25(33)22(13-18(3)4)29-26(34)23(14-19(5)6)30-27(35)36-16-20-10-8-7-9-11-20/h7-11,17-19,21-24,31-32H,12-16H2,1-6H3,(H,28,33)(H,29,34)(H,30,35)	null	CC(C)CC(C(CO)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1	4.0	137348068	PubChem:(137348068);PubChem class - bio and metabolites	16777218	506.321527166266	710.741523942154	1446_neg_ms2_spectra_FT08189
1325	6	1	2	0.0983317753973835	-523.4732024284605	0.9693467336683418	45.45123485756299	C22H26N6O7S	[M - H]-	QZHJAGCZGSIHLI	InChI=1S/C22H26N6O7S/c23-20(32)15(9-14-2-1-7-36-14)27-22(34)17-8-13(26-21(33)16-10-24-4-5-25-16)3-6-28(17)18(29)11-35-12-19(30)31/h1-2,4-5,7,10,13,15,17H,3,6,8-9,11-12H2,(H2,23,32)(H,26,33)(H,27,34)(H,30,31)	2-[2-[2-[(1-amino-1-oxo-3-thiophen-2-ylpropan-2-yl)carbamoyl]-4-(pyrazine-2-carbonylamino)piperidin-1-yl]-2-oxoethoxy]acetic acid	C1CN(C(CC1NC(=O)C2=NC=CN=C2)C(=O)NC(CC3=CC=CS3)C(=O)N)C(=O)COCC(=O)O	-1.0	3404946;7134286;7134287	COCONUT:(CNP0026073 CNP0404188);PubChem:(3404946 7134286 7134287);SuperNatural:(SN00007510);ZINC bio:(ZINC04221675)	3153922	517.152101444728	325.690796810559	1482_neg_ms2_spectra_FT08515
1326	5	1	3	0.09827284553205835	-215.40409141184583	0.016080402010050256	33.7127559446639	C28H44O11	[M + Cl]-	QCNWOKNWAIPKMZ	InChI=1S/C28H44O11/c1-12-14-6-7-15-23(34)27(14,11-26(15,5)35)9-19(37-13(2)30)28(36)16(12)8-18(25(28,3)4)39-24-22(33)21(32)20(31)17(10-29)38-24/h14-24,29,31-36H,1,6-11H2,2-5H3	null	CC(=O)OC1CC23CC(C(C2O)CCC3C(=C)C4C1(C(C(C4)OC5C(C(C(C(O5)CO)O)O)O)(C)C)O)(C)O	-0.185471982	""	COCONUT:(CNP0285357);Natural Products:(UNPD183018);SuperNatural:(SN00387517)	3178496	591.257049354389	883.504007131616	1674_neg_ms2_spectra_FT10447
1327	2	1	1	0.09800576483593552	-170.23188796003643	0.9999999999999999	202.4429846431272	C7H14N2O6	[M - H]-	VITVUDZBVHPRHH	InChI=1S/C7H14N2O6/c8-7(15)9-3(1-10)5(13)6(14)4(12)2-11/h1,3-6,11-14H,2H2,(H3,8,9,15)	Antibiotic SF 1933	C(C(C(C(C(C=O)NC(=O)N)O)O)O)O	-4.0	172924;23461877;88769933;101882881	COCONUT:(CNP0336316);KNApSAcK:(18224);PubChem:(172924 23461877 88769933 101882881);MeSH:(172924);PubChem class - safety and toxic;PubMed	69206102	221.079677971982	600.406279892429	273_neg_ms2_spectra_FT01354
1328	1	1	1	0.09780136593695153	-418.7520783872656	0.9999999999999999	10.296557116792277	C15H12Br2N4O3	[M - H]-	QULBLDBAHNWAKA	InChI=1S/C15H12Br2N4O3/c1-19-12-11(13(23)20(2)15(19)24)21(14(17)18-12)7-10(22)8-3-5-9(16)6-4-8/h3-6H,7H2,1-2H3	Oprea1_608715	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Br)CC(=O)C3=CC=C(C=C3)Br	2.79999995	989210	PubChem:(989210);PubChem class - safety and toxic	67108866	452.919495010452	1000.72404752508	1181_neg_ms2_spectra_FT06421
1329	4	1	4	0.09766120100361947	-401.0672611288278	0.016582914572864323	40.14302935878993	C25H42N4O14	[M + Br]-	MJUOPNSEEIKMFW	InChI=1S/C25H42N4O14/c1-8(32)27-14-17(35)16(34)12(7-38-4)40-23(14)42-22-11(6-31)39-24(15(19(22)37)28-9(2)33)41-21-10(5-30)20-13(18(21)36)29-25(26-3)43-20/h10-24,30-31,34-37H,5-7H2,1-4H3,(H,26,29)(H,27,32)(H,28,33)	Glucoallosamidin B	CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)NC(=O)C)OC3C(C4C(C3O)N=C(O4)NC)CO)CO)COC)O)O	-5.9000001	195827;5288876;9873890;15071611;135509136;135529091;135618588;136699103;139589248;139589249	COCONUT:(CNP0185468);KNApSAcK:(385);Natural Products:(UNPD38186);PubChem:(195827 5288876 9873890 15071611 135509136 135529091 135618588 136699103 139589248 139589249);SuperNatural:(SN00358583);PubChem class - bio and metabolites;MeSH:(135618588);PubMed	19955798	701.189210246459	319.378906646508	1910_neg_ms2_spectra_FT12936
1330	2	1	2	0.09719641357401834	-223.01508126403465	0.9381909547738694	18.07694283480435	C16H24N2O11	[M - H]-	LEGRRGVRTCXGQY	InChI=1S/C16H24N2O11/c1-6(21)17-8-5-25-9(3-19)13(12(8)23)27-15-11(18-7(2)22)14(24)16(28-29-16)10(4-20)26-15/h8-13,15,19-20,23H,3-5H2,1-2H3,(H,17,21)(H,18,22)	null	CC(=O)NC1COC(C(C1O)OC2C(C(=O)C3(C(O2)CO)OO3)NC(=O)C)CO	-4.0999999	42627559	PubChem:(42627559);PubChem class - bio and metabolites	16777218	419.131619563435	290.299442927475	1024_neg_ms2_spectra_FT05433
1331	1	1	1	0.0968922742498567	-541.4176960398291	0.9994974874371858	60.653509477963695	C10H16N5O6PS2	[M + Cl]-	CLRAAYXCURNDAQ	InChI=1S/C10H16N5O6PS2/c11-10-14-8-5(9(17)15-10)13-3(1-12-8)6(23)7(24)4(16)2-21-22(18,19)20/h3-4,13,16,23-24H,1-2H2,(H2,18,19,20)(H4,11,12,14,15,17)	4(1H)-pteridinone, 2-amino-5,6,7,8-tetrahydro-6-[(1Z)-3-hydroxy-1,2-dimercapto-4-(phosphonooxy)-1-butenyl]-	C1C(NC2=C(N1)N=C(NC2=O)N)C(=C(C(COP(=O)(O)O)O)S)S	-3.29999995	137203020;135450589	KNApSAcK:(774);PubChem:(137203020 135450589);PubMed	82	431.996420799907	281.646707584512	1073_neg_ms2_spectra_FT05811
1332	1	1	1	0.09684873377840984	-326.79253389409814	0.9999999999999999	121.15568919991158	C13H13ClN4O3S	[M - H]-	QQAZAXQSBKQIAI	InChI=1S/C13H13ClN4O3S/c1-8-16-12(18(20)21)13(22-7-11(15)19)17(8)6-9-2-4-10(14)5-3-9/h2-5H,6-7H2,1H3,(H2,15,19)	2-((1-(p-Chlorobenzyl)-2-methyl-4-nitro-1H-imidazol-5-yl)thio)acetamide	CC1=NC(=C(N1CC2=CC=C(C=C2)Cl)SCC(=O)N)[N+](=O)[O-]	2.5999999	53856	PubChem:(53856);PubChem class - safety and toxic	67108866	339.030689670511	277.346471964832	737_neg_ms2_spectra_FT03520
1333	2	1	2	0.09681019495311184	-157.26396923874665	0.06783919597989951	52.31081696933367	C13H22O12	[M + Cl]-	WRWIKVNJQWUUJX	InChI=1S/C13H22O12/c1-22-9-5(16)7(18)13(25-10(9)11(19)20)24-8-3(2-14)23-12(21)6(17)4(8)15/h3-10,12-18,21H,2H2,1H3,(H,19,20)	null	COC1C(C(C(OC1C(=O)O)OC2C(OC(C(C2O)O)O)CO)O)O	-4.5	91845252;91847671	COCONUT:(CNP0136139);Natural Products:(UNPD196261);PubChem:(91845252 91847671);SuperNatural:(SN00388235)	3178498	405.079572616951	423.415170343174	976_neg_ms2_spectra_FT05096
1334	1	1	1	0.09673873803194963	-601.3180091145977	0.9999999999999999	102.0785723502334	C21H40N2O8	[M - H]-	BMYFPINEDLDPCR	InChI=1S/C21H40N2O8/c1-10-17(13(24)7-14(26-6)27-10)30-15-9-21(5,23)19(12(3)29-15)31-16-8-20(4,22)18(25)11(2)28-16/h10-19,24-25H,7-9,22-23H2,1-6H3	null	CC1C(C(CC(O1)OC)O)OC2CC(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)N)(C)N	-0.609260499	""	COCONUT:(CNP0393349);Natural Products:(UNPD124770);SuperNatural:(SN00338043)	3178496	447.271270413049	819.641627789082	1156_neg_ms2_spectra_FT06279
1335	2	1	2	0.09663065812356468	-145.93383212930797	0.9718592964824122	21.58062670800405	C42H66O36	[M + Cl]-	FLRBPSZYYKHSOV	InChI=1S/C42H66O36/c1-5-9(44)12(47)19(54)37(66-5)72-26-16(51)21(56)39(77-31(26)34(61)62)75-28-14(49)10(45)6(2)67-41(28)74-27-17(52)22(57)40(78-32(27)35(63)64)76-29-23(58)24(71-38-20(55)13(48)11(46)8(4-43)69-38)7(3)68-42(29)73-25-15(50)18(53)36(65)70-30(25)33(59)60/h5-32,36-58,65H,4H2,1-3H3,(H,59,60)(H,61,62)(H,63,64)	null	CC1C(C(C(C(O1)OC2C(C(C(OC2C(=O)O)OC3C(C(C(OC3OC4C(C(C(OC4C(=O)O)OC5C(C(C(OC5OC6C(C(C(OC6C(=O)O)O)O)O)C)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)O)O)O)O)O)O)O	-11.6000004	91854919	COCONUT:(CNP0257258);Natural Products:(UNPD104820);PubChem:(91854919);SuperNatural:(SN00225911)	3178498	1181.29812210666	336.518159565768	2157_neg_ms2_spectra_FT17112
1336	2	1	1	0.0964026999273158	-109.36572433931444	0.9999999999999999	10.25979269080087	C5H6O3S	[M + Cl]-	IBSKPYFOLKUHNM	InChI=1S/C5H6O3S/c6-3-1-4(5(7)8)9-2-3/h4H,1-2H2,(H,7,8)	2-thiophenecarboxylic acid,tetrahydro-4-oxo-	C1C(SCC1=O)C(=O)O	0.100000001	45084670;93497104;93497105	PubChem:(45084670 93497104 93497105);PubChem class - safety and toxic	67108866	180.971166674595	606.850115744885	194_neg_ms2_spectra_FT00940
1337	1	1	1	0.09616239500702606	-788.5415783237343	0.9979899497487437	180.34602357727272	C24H24F2N2O5S	[M - H]-	BYFSQAHWOPJWRA	InChI=1S/C24H24F2N2O5S/c1-3-34(30,31)27-17-7-8-21-18(12-17)19-14-28(2)23(29)13-22(19)32-9-5-4-6-15-10-16(25)11-20(26)24(15)33-21/h7-8,10-14,27H,3-6,9H2,1-2H3	null	CCS(=O)(=O)NC1=CC2=C(C=C1)OC3=C(CCCCOC4=CC(=O)N(C=C42)C)C=C(C=C3F)F	2.5	118137789	PubChem:(118137789);PubChem class - bio and metabolites	16777218	489.130101131793	300.908741893701	1373_neg_ms2_spectra_FT07633
1338	1	1	1	0.0958823510763492	-961.561114840701	0.9964824120603014	68.4920029327138	C29H24N4O10	[M + Cl]-	LXUVVIZIRHAMDZ	InChI=1S/C29H24N4O10/c1-4-43-28(38)21-13(2)18-19-22(26(36)30(24(19)34)14-7-5-9-16(11-14)32(39)40)29(21,3)23-20(18)25(35)31(27(23)37)15-8-6-10-17(12-15)33(41)42/h5-12,18-20,22-23H,4H2,1-3H3	null	CCOC(=O)C1=C(C2C3C(C1(C4C2C(=O)N(C4=O)C5=CC(=CC=C5)[N+](=O)[O-])C)C(=O)N(C3=O)C6=CC(=CC=C6)[N+](=O)[O-])C	1.89999998	3114535	COCONUT:(CNP0055561);PubChem:(3114535);SuperNatural:(SN00139840 SN00132052 SN00132059);ZINC bio:(ZINC06544864 ZINC06544884 ZINC68582752 ZINC68582756)	3153922	623.124420413178	371.18681163029	1734_neg_ms2_spectra_FT11085
1339	1	1	1	0.09566686620587342	-174.48480477631	0.9999999999999999	20.741346282231273	C5H7F3N2O2	[M - H]-	RDGJVOWFLFPJDF	InChI=1S/C5H7F3N2O2/c1-10(2)4(12)9-3(11)5(6,7)8/h1-2H3,(H,9,11,12)	null	CN(C)C(=O)NC(=O)C(F)(F)F	0.400000006	35793635	COCONUT:(CNP0034165);PubChem:(35793635);SuperNatural:(SN00134943);ZINC bio:(ZINC28628249)	3153922	183.039118829354	234.895113875088	201_neg_ms2_spectra_FT00971
1340	3	1	2	0.0954125456543671	-240.41923647322184	0.030653266331658297	95.20098893331216	C12H23O10P	[M - H]-	FTEZNLDXWAYGHD	InChI=1S/C12H23O10P/c1-3-11(15)19-7-10(22-12(16)4-2)8-21-23(17,18)20-6-9(14)5-13/h9-10,13-14H,3-8H2,1-2H3,(H,17,18)	null	CCC(=O)OCC(COP(=O)(O)OCC(CO)O)OC(=O)CC	-1.5	74049858;138155556	PubChem:(74049858 138155556);PubChem class - bio and metabolites	16777218	357.095027240648	378.027538487698	827_neg_ms2_spectra_FT03993
1341	1	1	1	0.0951442678141199	-349.8670057260969	0.9999999999999999	54.718939166204095	C12H21N7O3	[M - H]-	NIKBMHGRNAPJFW	InChI=1S/C12H21N7O3/c13-8(4-7-5-16-6-18-7)10(20)19-9(11(21)22)2-1-3-17-12(14)15/h5-6,8-9H,1-4,13H2,(H,16,18)(H,19,20)(H,21,22)(H4,14,15,17)	(2S)-2-[[(2S)-2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid	C1=C(NC=N1)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N	-4.69999981	7408562;7408563;9922740	HMDB:(28879);PubChem:(7408562 7408563 9922740);additional;PubChem class - bio and metabolites;Training Set;PubChem class - drug	50872330	310.163150853977	308.875898075026	595_neg_ms2_spectra_FT02840
1342	2	1	2	0.09505891809354988	-167.18682031873664	0.7869346733668342	117.98568775990483	C16H26O14	[M + Cl]-	INFLOCLUPFKQTP	InChI=1S/C16H27O14/c17-1-6-8(21)13(11(24)16-29-30(6)16)28-15-10(23)12(5(19)3-26-15)27-14-9(22)7(20)4(18)2-25-14/h4-24H,1-3H2/q+1	null	C1C(C(C(C(O1)OC2C(COC(C2O)OC3C(C([O+]4C(C3O)O4)CO)O)O)O)O)O	0.0	129316485	PubChem:(129316485);PubChem class - bio and metabolites	16777218	477.100955672325	404.850598821789	1312_neg_ms2_spectra_FT07234
1343	1	1	3	0.0950151232827482	-420.00114061010675	0.8015075376884422	116.50302177289387	C20H17ClF3N3O4	[M + Cl]-	KAJJGOCSAXKXBD	InChI=1S/C20H17ClF3N3O4/c21-13-9-15(24)14(23)8-12(13)18(28)26-20(31)25-16-7-11(22)1-2-17(16)27-5-3-10(4-6-27)19(29)30/h1-2,7-10H,3-6H2,(H,29,30)(H2,25,26,28,31)	1-{2-[3-(2-Chloro-4,5-Difluoro-Benzoyl)-Ureido]-4-Fluoro-Phenyl}-Piperidine-4-Carboxylic Acid	C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)F)NC(=O)NC(=O)C3=CC(=C(C=C3Cl)F)F	4.0	12148754	NORMAN:(NS00015610);COCONUT:(CNP0362190);Training Set;PubChem:(12148754);PubChem class - bio and metabolites	19152898	490.053426185175	344.128052844266	1375_neg_ms2_spectra_FT07654
1344	2	1	2	0.09486104842236501	-539.7218591497418	0.02864321608040201	96.03637396944164	C15H18N2O7S	[M + Cl]-	GTWMBKYYDRJWEY	InChI=1S/C15H18N2O7S/c1-3-23-14(19)13(16-10(2)18)9-25-15(20)12-6-4-11(5-7-12)8-24-17(21)22/h4-7,13H,3,8-9H2,1-2H3,(H,16,18)	null	CCOC(=O)C(CSC(=O)C1=CC=C(C=C1)CO[N+](=O)[O-])NC(=O)C	2.0	71676919	COCONUT:(CNP0141381);PubChem:(71676919);SuperNatural:(SN00142949);ZINC bio:(ZINC68605229)	3153922	405.054361415692	331.415208957063	979_neg_ms2_spectra_FT05113
1345	4	1	1	0.09466603673240405	-218.38383894471605	0.9999999999999999	92.92568091235287	C20H22O9	[M - H]-	GUQJOXTVQLISQW	InChI=1S/C20H22O9/c21-9-12-8-13(6-7-14(12)22)28-20-18(25)17(24)16(23)15(29-20)10-27-19(26)11-4-2-1-3-5-11/h1-8,15-18,20-25H,9-10H2	Xylosmacin	C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3=CC(=C(C=C3)O)CO)O)O)O	0.800000012	191742	COCONUT:(CNP0180005);Natural Products:(UNPD56092 UNPD86709);PubChem:(191742);SuperNatural:(SN00399482 SN00355614);MeSH:(191742);PubMed	3178566	405.116556187288	355.118799296854	977_neg_ms2_spectra_FT05097
1346	1	1	1	0.09463363074309912	-163.4592343903333	0.9999999999999999	37.51716776908746	C13H24N2O5	[M - H]-	ANHLFUWXEKATOI	InChI=1S/C13H24N2O5/c1-8(2)10(11(17)14-7-9(16)19-6)15-12(18)20-13(3,4)5/h8,10H,7H2,1-6H3,(H,14,17)(H,15,18)	Methyl 2-[[3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]amino]acetate	CC(C)C(C(=O)NCC(=O)OC)NC(=O)OC(C)(C)C	1.60000002	4441116;14235550;11346754;89288202;89288203;123180450	COCONUT:(CNP0239836);PubChem:(4441116 14235550 11346754 89288202 89288203 123180450);SuperNatural:(SN00120928 SN00120732);ZINC bio:(ZINC02559964 ZINC02944929)	3153922	287.158568819442	326.877161874331	491_neg_ms2_spectra_FT02369
1347	2	1	3	0.09436700228135389	-432.6953923549252	0.8758793969849247	84.37116810542355	C19H20N8O6	[M - H]-	DZORWEXBWKQHKH	InChI=1S/C19H20N8O6/c28-15(5-6-16(29)30)22-13-7-31-18-14(8-32-17(13)18)27-19(23-24-25-27)33-12-3-1-11(2-4-12)26-10-20-9-21-26/h1-4,9-10,13-14,17-18H,5-8H2,(H,22,28)(H,29,30)	4-[[(3S,3aR,6S,6aR)-6-[5-[4-(1,2,4-triazol-1-yl)phenoxy]tetrazol-1-yl]-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-yl]amino]-4-oxobutanoate	C1C(C2C(O1)C(CO2)N3C(=NN=N3)OC4=CC=C(C=C4)N5C=NC=N5)NC(=O)CCC(=O)O	-0.699999988	11886314;11886315	COCONUT:(CNP0011979 CNP0332752);PubChem:(11886314 11886315);SuperNatural:(SN00010087);ZINC bio:(ZINC04259934)	3153922	455.147109689752	557.929130842805	1203_neg_ms2_spectra_FT06518
1348	1	1	1	0.09425443638906975	-1201.8203244859455	0.9999999999999999	119.37032149844023	C13H16N6O8	[M - H]-	IEYXVHQWLXJZAG	InChI=1S/C13H16N6O8/c1-2-26-13(20)15-5-7-16(8-6-15)19(25)14-27-12-9-10(17(21)22)3-4-11(12)18(23)24/h3-4,9H,2,5-8H2,1H3	null	CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]	2.0	73438900;124202337	PubChem:(73438900 124202337);CHEBI:(125648)	34	383.095418628508	407.949988825922	904_neg_ms2_spectra_FT04572
1349	1	1	2	0.09421869636103973	-471.61737975487193	0.9095477386934675	53.16840290303341	C20H22N4O5S	[M - H]-	QKIZDPXGJJEEBU	InChI=1S/C20H22N4O5S/c25-16(10-30-11-17(26)27)22-14-8-28-19-15(9-29-18(14)19)24-20-21-7-6-13(23-20)12-4-2-1-3-5-12/h1-7,14-15,18-19H,8-11H2,(H,22,25)(H,26,27)(H,21,23,24)	2-[2-[[(3S,3aR,6S,6aR)-3-[(4-phenylpyrimidin-2-yl)amino]-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]amino]-2-oxoethyl]sulfanylacetate	C1C(C2C(O1)C(CO2)NC(=O)CSCC(=O)O)NC3=NC=CC(=N3)C4=CC=CC=C4	1.29999995	11912240;11912241	COCONUT:(CNP0029264 CNP0365482);PubChem:(11912240 11912241);SuperNatural:(SN00012370);ZINC bio:(ZINC05413930)	3153922	429.121669332422	72.3836945305467	1056_neg_ms2_spectra_FT05698
1350	1	1	1	0.09416321368192065	-280.2524374404776	0.9999999999999999	35.2036941633822	C31H53NO8	[M - H]-	IPJDHYXHIGJGJB	InChI=1S/C31H53NO8/c1-11-23-29(7)13-17(2)31(15-36-29)16-37-30(8,14-18(31)3)26(20(5)24(33)21(6)27(35)39-23)40-28-25(34)22(32(9)10)12-19(4)38-28/h13,18-26,28,33-34H,11-12,14-16H2,1-10H3	null	CCC1C2(C=C(C3(COC(CC3C)(C(C(C(C(C(=O)O1)C)O)C)OC4C(C(CC(O4)C)N(C)C)O)C)CO2)C)C	3.0	90473317;139595436	PubChem:(90473317 139595436);NORMAN:(NS00040754)	262146	566.366285911258	681.697029537175	1631_neg_ms2_spectra_FT09886
1351	1	1	1	0.09416321368192065	-280.2524374404776	0.9994974874371859	35.2036941633822	C31H53NO8	[M - H]-	IPJDHYXHIGJGJB	InChI=1S/C31H53NO8/c1-11-23-29(7)13-17(2)31(15-36-29)16-37-30(8,14-18(31)3)26(20(5)24(33)21(6)27(35)39-23)40-28-25(34)22(32(9)10)12-19(4)38-28/h13,18-26,28,33-34H,11-12,14-16H2,1-10H3	null	CCC1C2(C=C(C3(COC(CC3C)(C(C(C(C(C(=O)O1)C)O)C)OC4C(C(CC(O4)C)N(C)C)O)C)CO2)C)C	3.0	90473317;139595436	PubChem:(90473317 139595436);NORMAN:(NS00040754)	262146	566.3656597918	683.219451158129	1632_neg_ms2_spectra_FT09887
1352	1	1	1	0.09393324823984511	-373.3843033444589	0.9999999999999999	113.87270995974367	C10H11ClN4O3	[M - H]-	VJSWMONHDCQBKG	InChI=1S/C10H11ClN4O3/c11-6-7-15(14-18)10(17)13-12-9(16)8-4-2-1-3-5-8/h1-5H,6-7H2,(H,12,16)(H,13,17)	3-benzamido-1-(2-chloroethyl)-1-nitrosourea	C1=CC=C(C=C1)C(=O)NNC(=O)N(CCCl)N=O	1.85157144	3073193	PubChem:(3073193);PubChem class - safety and toxic	67108866	269.042941938208	420.929010894881	415_neg_ms2_spectra_FT02016
1353	1	1	1	0.09393065232120641	-564.578063793073	0.9999999999999999	39.20600060287851	C24H34O20	[M + Cl]-	MKYMAFAUEYGLDE	InChI=1S/C24H34O20/c25-2-5-9(28)12(31)16(35)21(42-5)24(40)7(27)1-4(26)8(20(24)37)11(30)18-14(33)10(29)6(3-41-18)43-23-17(36)13(32)15(34)19(44-23)22(38)39/h1,5-6,9-19,21,23,25-26,28-37,40H,2-3H2,(H,38,39)	null	C1C(C(C(C(O1)C(C2=C(C(C(=O)C=C2O)(C3C(C(C(C(O3)CO)O)O)O)O)O)O)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	-7.5	131834611	PubChem:(131834611);HMDB:(128270)	10	677.129387172885	349.810019246098	1872_neg_ms2_spectra_FT12362
1354	1	1	1	0.09372074001617219	-15.374344232586155	0.9999999999999999	35.78312275145149	C16H26O3S	[M - H]-	UASQKKHYUPBQJR	InChI=1S/C16H26O3S/c1-2-3-4-5-6-7-8-9-10-15-11-13-16(14-12-15)20(17,18)19/h11-14H,2-10H2,1H3,(H,17,18,19)	4-decylbenzenesulfonate	CCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O	5.39508438	8812;14746914	HSDB:(140-60-3);NORMAN:(NS00024553);COCONUT:(CNP0003202);PubChem class - safety and toxic;PubChem:(8812 14746914)	69468674	297.15040931784	911.352503187214	540_neg_ms2_spectra_FT02558
1355	1	1	1	0.09364367222370502	-119.33359235804474	0.9999999999999999	83.58622550078783	C16H29F3O2	[M - H]-	FBKIDJHQJKMPOC	InChI=1S/C16H29F3O2/c17-14-10-5-3-1-2-4-8-12-16(18,19)13-9-6-7-11-15(20)21/h1-14H2,(H,20,21)	7,7,16-Trifluoropalmitic acid	C(CCCCC(CCCCCC(=O)O)(F)F)CCCCF	5.9000001	124486	MeSH:(124486);PubChem:(124486);PubMed	70	309.204274568582	578.638335224546	588_neg_ms2_spectra_FT02816
1356	1	1	2	0.09342055814702555	-94.21573518345728	0.18743718592964828	74.39642000949621	C28H22O6	[M - H]-	FQWLMRXWKZGLFI	InChI=1S/C28H22O6/c29-20-7-2-16(3-8-20)1-4-18-11-24(33)15-25-26(18)27(19-12-22(31)14-23(32)13-19)28(34-25)17-5-9-21(30)10-6-17/h1-15,27-33H	Viniferin	C1=CC(=CC=C1C=CC2=C3C(C(OC3=CC(=C2)O)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O	5.4000001	173851;366354;5281728;5315232;5315233;5315234;9911790;13887317;11236373;11969910;72551484;72551485;72551486;91060526	HMDB:(30604 129196);SuperNatural:(SN00367863 SN00372712 SN00006983 SN00335126 SN00287705 SN00159300 SN00036366);ZINC bio:(ZINC04098643 ZINC05722186);additional;MeSH:(173851 366354 5281728 5315232 13887317);PubMed;COCONUT:(CNP0277831);KNApSAcK:(2905);Natural Products:(UNPD148553 UNPD150025 UNPD205438 UNPD213049 UNPD223951 UNPD18026 UNPD175781 UNPD159862 UNPD79967 UNPD53743);PubChem:(173851 366354 5281728 5315232 5315233 5315234 9911790 13887317 11236373 11969910 72551484 72551485 72551486 91060526);CHEBI:(76145 76142 76146 10556 76140 76139 76137 76143);PubChem class - bio and metabolites;KEGG:(C10289);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-6960)	87615870	453.131217751874	531.348410679725	1187_neg_ms2_spectra_FT06429
